dataset,frequency_bin,normalized_power,signal_count,normalization
Kodak-24,85,0.00010428937039829316,24,per-signal radial PSD divided by bin 1
Kodak-24,86,9.747149578987635e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,87,9.739446979990602e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,88,9.407442383397724e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,89,8.886821271083437e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,90,9.429005006596004e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,91,9.066577702516024e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,92,9.041460128250731e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,93,8.939293177437887e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,94,8.50009538281045e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,95,8.288103141551806e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,96,8.572571429832018e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,97,8.23595740810809e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,98,8.234316084893192e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,99,7.842919882325249e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,100,7.998467126443699e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,101,8.035467053149476e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,102,7.946998680134713e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,103,7.772119038276401e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,104,7.501410497370274e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,105,7.381532795740563e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,106,7.103138055832561e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,107,6.749298356137053e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,108,6.684264067226456e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,109,6.394266630976995e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,110,6.60927298564951e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,111,6.287030536956106e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,112,6.0917303339592736e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,113,5.890458823842098e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,114,5.8175909682451245e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,115,5.848001266778684e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,116,5.461761207919393e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,117,5.598130373383913e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,118,5.126870792758077e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,119,5.388522850421738e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,120,5.303453829171693e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,121,4.976276920221654e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,122,5.1779262973089404e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,123,5.0901475903676045e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,124,5.0186923479363445e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,125,4.7435064724796434e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,126,4.8615789134899795e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,127,4.4970996951181065e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,128,4.665192901604916e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,129,4.6611256786540116e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,130,4.4955665103064534e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,131,4.588325754296328e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,132,4.481582420964337e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,133,4.4150604639133204e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,134,4.4240027189514607e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,135,4.177223344763985e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,136,4.077976325600263e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,137,4.020753163005361e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,138,4.089972598788286e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,139,4.017020698601993e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,140,3.977126599092529e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,141,3.9346904620832635e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,142,3.9779802823367315e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,143,3.789093088405268e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,144,3.845889406224197e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,145,3.722111174877044e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,146,4.111583076790777e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,147,3.7665250815334586e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,148,3.6812194562829395e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,149,3.564992780927619e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,150,3.713633754702589e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,151,3.72341493657316e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,152,3.4815613729671526e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,153,3.412407439825067e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,154,3.406176838102518e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,155,3.362810358180404e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,156,3.396886379664463e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,157,3.134070740039237e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,158,3.168606994398997e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,159,3.0364188932285885e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,160,2.9317971326216122e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,161,2.962388471769549e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,162,2.8877787968281744e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,163,2.881091274019647e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,164,2.780509381065412e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,165,2.7416002185263506e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,166,2.6064463285532767e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,167,2.669152836511191e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,168,2.6132837565081964e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,169,2.5613000108596875e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,170,2.440266258301497e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,171,2.4501348813725996e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,172,2.4959814356997397e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,173,2.3352178143683886e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,174,2.4364171905083226e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,175,2.3800718212732297e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,176,2.4523038387716856e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,177,2.405614374826104e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,178,2.277460329753684e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,179,2.4103693149104018e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,180,2.473010815489262e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,181,2.165559983748412e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,182,2.199317323580063e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,183,2.2523702366067065e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,184,2.1847298272470327e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,185,2.1482752650811655e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,186,2.052816558205858e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,187,1.972515114055587e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,188,2.0589265611995454e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,189,1.9462030770370787e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,190,1.851460973725779e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,191,1.81641948223157e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,192,1.969398121280532e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,193,1.8249175386560405e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,194,1.9292054829298997e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,195,1.7969291714305534e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,196,1.791277465158431e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,197,1.79626673424499e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,198,1.6884332045135046e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,199,1.719977104895333e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,200,1.6698205020082852e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,201,1.577232886589312e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,202,1.627925044745807e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,203,1.5431737925891262e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,204,1.6719659424429246e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,205,1.5551230055983274e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,206,1.4901840650470295e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,207,1.5286847987370405e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,208,1.4544946670442906e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,209,1.4629059188613143e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,210,1.4833267428366322e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,211,1.3417006093451058e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,212,1.3712376458817963e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,213,1.3744091984293501e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,214,1.3298313490767491e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,215,1.3491248963724706e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,216,1.3139151613162243e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,217,1.3384370003543814e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,218,1.2969751108248818e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,219,1.2723499272293334e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,220,1.3419617321165624e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,221,1.2980303458707294e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,222,1.245046596633262e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,223,1.2001930878097658e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,224,1.1842714945073885e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,225,1.1391097207845992e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,226,1.1380882818445864e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,227,1.1381963389533382e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,228,1.1213085822466588e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,229,1.0658964372537515e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,230,1.0411570112044634e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,231,1.0752049481995903e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,232,1.0415041772966421e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,233,9.967377528280848e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,234,1.0272846451194297e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,235,1.0282435725207941e-05,24,per-signal radial PSD divided by bin 1
Kodak-24,236,9.864557173345338e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,237,9.982629786990532e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,238,9.573412704133227e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,239,9.449272982524339e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,240,9.226205124391042e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,241,9.009993583314195e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,242,8.920252281029383e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,243,8.80566513572203e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,244,8.642353899551223e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,245,8.746522513603839e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,246,8.25044183136167e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,247,8.35187725784823e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,248,8.507478009811085e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,249,8.35429717917051e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,250,8.016039526732033e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,251,7.91764382630957e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,252,8.043949048528456e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,253,8.004174527070745e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,254,7.652088994043308e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,255,7.95043177571826e-06,24,per-signal radial PSD divided by bin 1
Kodak-24,256,7.024255333482838e-06,24,per-signal radial PSD divided by bin 1
paper-texture-10-assumption,1,1.0,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,2,0.675029697302254,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,3,0.47916371256669965,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,4,0.497685118954273,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,5,0.31762954407656446,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,6,0.3085458170203807,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,7,0.2697350955512075,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,8,0.6602325949097343,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,9,0.3217304680246229,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,10,0.20309534889307057,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,11,0.2822270791419806,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,12,2.0416439065973155,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,13,0.2769895470905892,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,14,0.1992076471388966,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,15,0.17255985352374167,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,16,0.1529878329191192,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,17,0.12312445474492263,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,18,0.13054483920209153,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,19,0.21257095825288136,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,20,0.13436000501112708,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,21,0.20203074572322288,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,22,0.595160708492147,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,23,4.408735174418419,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,24,0.7624907275718095,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,25,0.2316766185645194,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,26,0.123908456307357,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,27,0.15180223322759573,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,28,0.09370299511296278,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,29,0.078820402857846,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,30,0.09000530351560787,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,31,0.07152899664561105,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,32,0.08664234341214971,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,33,0.07892688132454759,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,34,0.0891187154588099,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,35,0.090604887888745,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,36,0.16929960152884244,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,37,0.07888539978270895,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,38,0.06179653714580218,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,39,0.06088330943636508,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,40,0.07869415528269878,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,41,0.05557641536388141,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,42,0.05699235526760321,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,43,0.052167867330821356,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,44,0.05454414062442953,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,45,0.1209498416722628,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,46,0.1585470930364024,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,47,0.09883490726719538,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,48,0.07777482056111977,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,49,0.07291112717201717,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,50,0.050477631858665405,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,51,0.04288125542601141,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,52,0.04274185577278329,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,53,0.03638561242556764,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,54,0.0313053139562301,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,55,0.03144045877341537,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,56,0.030808817343314587,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,57,0.02910115691815246,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,58,0.03657048405137059,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,59,0.042214596997491007,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,60,0.041182440117438913,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,61,0.030446154010635305,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,62,0.02707617834219603,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,63,0.027288873223511225,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,64,0.028748856995595776,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,65,0.02337989872518838,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,66,0.022234061491687017,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,67,0.022831222318938613,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,68,0.03752220453062629,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,69,0.02335393042820091,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,70,0.027909111575548838,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,71,0.027881300454770063,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,72,0.030916273694241138,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,73,0.025550644496418775,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,74,0.020615763280066805,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,75,0.020402036477911934,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,76,0.02456954243729449,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,77,0.024119525459809183,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,78,0.01769624375068555,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,79,0.01853215239692551,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,80,0.020959352230533336,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,81,0.01631156016140517,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,82,0.020061716383953213,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,83,0.019798026926024313,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,84,0.01885591027822642,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,85,0.022658503814628077,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,86,0.03547887042388939,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,87,0.02803942996399114,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,88,0.02124698809476687,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,89,0.022182568473567123,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,90,0.01646356853873137,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,91,0.01712831948456056,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,92,0.017586951022379095,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,93,0.02485975077572679,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,94,0.017656193748647877,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,95,0.02600473968631243,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,96,0.01970031966798129,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,97,0.046812901052184296,37,per-map radial PSD divided by bin 1
paper-texture-10-assumption,98,0.018588410831940017,37,per-map radial PSD divided by bin 1
